Cuenta Nro. 86044559  Movimiento Desde el 01-DEC-10 Al 31-DEC-10
Fecha de aplicacion,Fecha de transaccion,Descripcion,documento,Origen,Valor Total,Valor Efectivo,Valor Cheque,D- Debito C- Credito,Codigo de Transaccion
20101201,20101130,NOTA CREDITO RECAUDOS,8000826650,TUNJA,67048653,0,67048653,C,RCI
20101201,20101130,NOTA CREDITO RECAUDOS,8000826650,TUNJA,20964191,0,20964191,C,RCI
20101201,20101201,NOTA CREDITO RECAUDOS,8000826650,EL ESPINAL,19798478,19798478,0,C,RCI
20101201,20101201,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,666398,0,666398,C,RCI
20101201,20101201,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,252743,0,252743,C,RCI
20101201,20101201,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,2500,2500,0,D,CSV
20101201,20101201,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,400,400,0,D,IVA
20101202,20101202,NC TRANS ACH REF 8600029644,805708,NOVD.AUTOM.SISTE,41580,41580,0,C,NTA
20101202,20101202,NC TRANS ACH REF 8600029644,805773,NOVD.AUTOM.SISTE,44720,44720,0,C,NTA
20101202,20101202,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,311854,0,311854,C,RCI
20101202,20101202,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,211401,0,211401,C,RCI
20101202,20101202,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,237521,0,237521,C,RCI
20101202,20101202,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1500,1500,0,D,CSV
20101202,20101202,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,240,240,0,D,IVA
20101203,20101202,NOTA CREDITO RECAUDOS,8000826650,SAO EL BOSQUE,428591.35,428591.35,0,C,RCI
20101203,20101202,NOTA CREDITO RECAUDOS,8000826650,SAO EL BOSQUE,139136.25,139136.25,0,C,RCI
20101203,20101203,NC TRANS ACH REF 8909817320,807150,NOVD.AUTOM.SISTE,2999870,2999870,0,C,NTA
20101203,20101203,NOTA CREDITO RECAUDOS,8000826650,NORTE,459950,0,459950,C,RCI
20101203,20101203,NOTA CREDITO RECAUDOS,8000826650,ZARZAL,5000000,5000000,0,C,RCI
20101203,20101203,NOTA CREDITO RECAUDOS,8000826650,LAGO URIBE,36339536,0,36339536,C,RCI
20101203,20101203,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,2500,2500,0,D,CSV
20101203,20101203,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,400,400,0,D,IVA
20101207,20101207,NC TRANS ACH REF 8902041091,811826,NOVD.AUTOM.SISTE,3848130,3848130,0,C,NTA
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,518919,0,518919,C,RCI
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,167356,0,167356,C,RCI
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,289203,0,289203,C,RCI
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,CENTRO PAGOS MED,686833,0,686833,C,RCI
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,SAO EL BOSQUE,70812.5,70812.5,0,C,RCI
20101207,20101207,NOTA CREDITO RECAUDOS,8000826650,SAO EL BOSQUE,37766.85,37766.85,0,C,RCI
20101207,20101207,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,3000,3000,0,D,CSV
20101207,20101207,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,480,480,0,D,IVA
20101209,20101207,NOTA CREDITO RECAUDOS,8000826650,TULUA CENTRO,2149505.7,0,2149505.7,C,RCI
20101209,20101207,NOTA CREDITO RECAUDOS,8000826650,CARTAGO,2430207,2430207,0,C,RCI
20101209,20101209,NC TRANS ACH REF 8002134871,812874,NOVD.AUTOM.SISTE,7616812,7616812,0,C,NTA
20101209,20101209,ND TRANF ACH 008110398884,143269,INTERNET,5024437.54,5024437.54,0,D,TAA
20101209,20101209,ND TRANF ACH 008110398884,143270,INTERNET,772990.38,772990.38,0,D,TAA
20101209,20101209,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101209,20101209,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101209,20101209,ND TRANSF. AVALNET,531168,INTERNET,299927.78,299927.78,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,549374,INTERNET,29521625.45,29521625.45,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,551067,INTERNET,46142.77,46142.77,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,552846,INTERNET,6596907.3,6596907.3,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,553896,INTERNET,1014908.78,1014908.78,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,555359,INTERNET,12357358.62,12357358.62,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,556284,INTERNET,16557991.65,16557991.65,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,613404,INTERNET,4636719.03,4636719.03,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,614785,INTERNET,713341.49,713341.49,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,527210,INTERNET,102669818.18,102669818.18,0,D,TDI
20101209,20101209,ND TRANSF. AVALNET,527211,INTERNET,100000000,100000000,0,D,TDI
20101209,20101209,NOTA CREDITO RECAUDOS,8000826650,PASTO,4104365,4104365,0,C,RCI
20101209,20101209,NOTA CREDITO RECAUDOS,8000826650,PASTO,7250000,7250000,0,C,RCI
